Month,Promo,Count,Weight,Profit
10,1,32,86,-0.04139404459874482
1,1,98,67,1.4388961892247043
11,1,91,41,0.22583479789103691
7,0,23,61,-0.8859223300970874
8,1,1,41,0.5914873380097492
2,0,60,75,-0.6813301004502944
6,1,86,93,0.5237547090832985
7,1,86,59,-0.12386706948640483
11,0,84,61,0.30357507660878447
11,1,93,75,0.8158025509358953
8,0,49,75,-0.461245839277223
5,1,68,55,0.9956633155923517
7,0,29,68,1.6863971409425955
7,0,52,85,-0.48299319727891155
8,0,8,62,-0.22538417757541263
7,1,86,41,0.7709844559585493
7,0,76,82,1.5947340330901976
6,0,64,97,-0.6566516709511568
8,0,79,71,0.4588045234248788
7,0,91,64,-0.30203683035714285
5,1,52,86,-0.22490950970714052
5,1,100,89,0.9566951566951567
11,1,90,58,0.06683964711987546
8,0,36,48,0.7194457603031739
7,1,66,47,-0.08432033032706726
5,0,15,67,-0.36830860534124626
10,1,14,63,-0.5263324371342717
4,1,26,43,0.19961447847504818
6,1,89,41,-0.2040760497879907
7,0,74,97,-0.8162881527556777
6,1,99,76,0.7659900873259382
5,1,54,90,0.5091437568124016
2,0,68,57,0.5981848184818482
7,0,74,61,0.9262714965239663
6,0,73,99,-0.6579010566762729
11,1,52,94,2.133924511141428
8,1,24,67,-0.49268383033895163
1,1,93,53,1.377113133940182
9,1,84,44,0.09928609201480698
9,0,58,64,-0.6712480602970516
12,1,52,86,-0.7244207504613492
11,0,29,84,0.9372970272295779
11,1,98,76,0.4300730675554416
7,1,24,58,0.6848167539267016
7,1,80,91,-0.18559285091543157
4,1,32,65,-0.5225303292894281
5,1,50,54,-0.05520833333333333
4,1,73,69,-0.8629314657328664
10,1,25,58,0.4569394213381555
11,1,7,62,-0.7364992645513764
4,1,8,75,0.47416576964477936
5,1,72,62,0.8601027681087353
9,0,53,80,0.5889366933005532
6,0,95,49,0.051980562509203354
3,1,4,49,0.6806952203600248
8,1,40,54,0.5782839787395596
7,1,88,58,-0.4772511848341232
4,0,4,99,0.29499561018437226
8,0,14,43,-0.26737069482779313
8,0,2,77,0.4274306248752246
7,0,35,94,-0.49749259174834737
10,1,26,73,0.8862834612990247
4,1,50,99,-0.8150477521546704
8,1,29,54,0.27557077625570775
8,1,47,94,-0.04880429477794046
10,1,92,66,1.3269613699721226
10,1,8,97,0.11995637949836423
7,1,93,67,-0.8294303452782922
8,0,24,73,0.4790184921763869
10,0,19,60,0.7447658402203857
8,0,31,76,1.250576986482031
12,1,34,90,-0.2696387614678899
5,0,17,82,0.08590376310919186
9,0,78,76,-0.19991906110886282
2,0,41,71,-0.6637362637362637
3,1,95,43,0.5907280371763665
3,1,75,91,0.14868218886656423
6,1,34,40,0.21510459756529962
3,1,53,46,1.5993794488045263
5,1,17,42,0.2661354581673307
1,0,95,50,0.12093176937056005
9,1,36,81,0.5982430091561495
3,0,84,97,0.42091836734693877
7,0,65,85,-0.21775025799793601
12,0,11,65,-0.057173485795962126
4,1,52,43,0.26706894625097777
2,0,3,46,-0.2352364135766137
11,1,65,86,-0.5088048498845266
8,1,72,72,-0.4607498241029249
1,1,97,54,-0.3761658031088083
11,0,82,45,1.1236535975872468
7,1,90,80,0.9299223235393448
4,0,18,53,0.33183183183183185
3,1,8,73,-0.12668621700879765
8,1,16,59,-0.8073793490460157
5,1,31,63,1.0842221404928283
5,0,71,71,1.9845227858985384
4,0,41,92,-0.006854205340568328
3,1,15,51,0.7394572025052192
5,0,49,96,-0.3638581886034161
5,1,60,41,-0.5465175394001017
12,1,68,69,0.5406658739595719
2,1,17,41,0.21060842433697347
8,1,32,58,-0.7287857221066463
10,0,24,76,-0.15615163541809224
1,1,57,62,0.6730480480480481
2,1,89,54,-0.2878671775223499
7,1,36,49,0.6389765554553652
11,1,10,56,0.6577864166476103
4,1,6,76,-0.17761146832507643
5,0,39,48,0.8896162528216705
4,0,4,89,-0.7944261620732209
3,1,71,75,0.3483344363556144
7,0,52,65,-0.17513805928096474
4,1,40,62,0.3279166666666667
11,0,48,70,-0.4746031746031746
5,0,7,73,1.0977635782747603
1,0,75,72,0.6830311672438378
5,0,5,83,-0.7349671889647783
5,0,27,80,1.804969434036679
2,0,28,71,1.5458683473389356
4,0,21,49,0.3133340124274218
7,0,83,61,-0.5493014780319903
3,1,68,81,0.46303996303996303
2,0,35,68,0.16845703125
7,0,11,80,-0.7095384615384616
6,0,83,46,0.005948717948717949
3,1,17,70,0.2328544320954188
8,0,78,56,1.479536833699341
4,1,20,78,2.2343226424126374
6,0,29,84,0.2804092894918372
8,0,15,55,0.6921546686559742
9,1,2,61,1.000676041103299
5,0,12,92,-0.7580937060124673
1,0,92,58,-0.8637221989089383
7,0,59,46,0.7839165131982812
6,1,26,43,-0.7800872465999487
1,0,22,84,-0.0999523279834737
6,1,12,93,-0.3304198309213354
1,0,88,66,-0.14378903539208882
11,1,97,62,0.6495503714322951
5,0,14,59,0.059010865492693895
4,0,65,69,1.160157057243232
2,1,88,89,-0.44468085106382976
8,0,51,71,-0.22155601052939455
12,1,33,73,-0.6288718385905087
1,1,60,80,0.3729620809672101
8,0,88,47,-0.8683090024330901
5,0,39,88,-0.902002355712603
1,1,50,89,-0.8521933500977927
12,0,61,56,0.9552042160737813
4,0,77,52,0.02496991576413959
6,1,22,69,0.5815966655979481
1,0,10,86,0.38450502152080346
10,1,44,67,-0.755729794933655
8,1,57,81,0.9354790642229176
3,1,42,71,0.13561610211094746
8,0,97,79,0.6297185998627316
8,0,30,72,0.5849349409096335
6,0,22,63,-0.40644216691068813
3,0,93,67,0.2738781391519144
7,0,75,62,0.8156975549619889
9,0,1,82,0.40351512955245517
10,1,72,89,-0.09352366957069382
2,0,72,52,0.6134597806215722
9,0,46,52,0.3810747663551402
8,1,98,46,-0.011736015851242189
2,0,16,91,0.38313893400265764
6,1,2,89,0.2963857847578778
6,0,33,92,-0.2533472439575726
3,1,47,50,0.9554912498277525
6,0,82,70,0.70751953125
9,0,70,58,-0.7357612544258978
11,1,89,80,0.5973480372850204
1,1,86,86,-0.41466524973432517
5,0,86,98,0.4856614246068455
5,0,10,90,0.3185423896876549
7,0,7,74,0.6055066079295154
11,1,82,56,0.6423218422128355
6,0,69,62,-0.9158362716541468
3,0,60,51,1.1788183532369578
7,1,70,57,-0.9479200432198811
6,0,92,96,0.7474205530334296
6,0,82,40,-0.5268714011516314
1,1,74,49,0.38369704749679073
11,1,10,83,-0.2102896204353301
1,1,71,53,0.186722474130915
10,0,46,51,0.10371778622729193
4,1,80,65,0.5520625415834997
6,0,70,89,0.09343981745579008
5,1,20,98,1.8887551167830483
6,0,85,80,0.39285714285714285
6,1,54,58,0.8475114019432878
5,1,37,92,1.0167584390711037
6,1,41,62,-0.19978821037769148
5,1,67,75,-0.21594565606006436
12,1,17,78,-0.7902003529533894
4,0,1,80,-0.8241800643086816
10,1,3,65,1.7534332084893882
8,1,72,57,-0.2878106045783604
11,1,90,76,0.5255956956187549
8,0,56,61,0.8859954890301415
3,0,25,45,-0.9947901161059839
1,1,82,63,0.7649538866930171
1,1,1,52,0.5291218637992832
10,0,6,53,1.0358444714459296
11,1,70,88,-0.36450810938794836
6,0,2,67,1.3446387564034623
4,1,18,41,1.0119565217391304
3,1,84,44,0.36556879233823875
6,1,38,59,0.5853174603174603
2,1,60,66,-0.09503294475418145
4,1,83,74,-0.8444915254237289
11,1,30,44,-0.3775593775593776
10,1,36,43,0.9631353565444052
1,0,4,43,0.4718783162362929
8,1,51,99,-0.60079341757273
1,0,84,84,1.5618823529411765
7,1,9,46,1.5671719811813904
8,1,31,76,-0.5753685815963396
8,1,67,74,-0.5485526585916649
1,1,38,61,-0.24064403829416883
4,1,49,56,-0.7864886303543099
5,1,2,74,0.378822984244671
2,1,38,54,-0.026272577996715927
9,1,69,96,0.047858197932053176
4,0,13,47,0.06837349397590362
8,0,26,90,-0.8773722627737226
4,1,94,58,-0.41836278237530755
9,0,53,75,0.9758427979087795
11,0,37,51,0.4619526567103525
8,0,80,67,-0.9943135662063363
6,1,19,94,0.7460166468489893
5,1,58,68,0.6159527326440177
5,0,82,90,-0.8477629866880192
7,0,65,80,0.24189340290719344
6,0,59,88,0.38030815482901165
11,1,93,54,-0.06195826645264847
8,1,24,91,0.5691046658259773
9,0,3,43,-0.46731511943927906
12,0,91,68,0.5223000778556334
5,0,44,81,2.5446020678047607
1,1,4,59,2.334051208423068
4,0,56,48,-0.7065580618212197
8,0,1,79,0.41195771053590957
11,1,44,74,-0.7709024552090246
7,0,34,88,0.23339122883195831
7,1,6,82,0.9532595325953259
1,0,93,44,-0.9828591417910447
6,0,78,44,-0.9351256575102279
1,1,25,92,-0.8773109243697479
1,1,96,83,-0.9634925793521829
10,1,32,74,0.1954096954096954
6,0,72,42,1.4061745429458434
2,1,6,82,-0.11701474201474202
6,1,77,99,-0.8385528547201809
5,1,76,45,-0.7882808181315644
11,0,15,57,2.0270823850705506
8,1,67,52,0.10885076666160619
8,1,79,80,-0.7408777880563264
7,1,67,50,2.0846027654089525
5,1,80,42,0.2039457758412007
4,0,28,64,0.17048458149779736
4,0,32,53,0.5974683544303797
7,1,90,52,0.5009765625
6,0,21,45,-0.34311270125223614
8,0,70,44,-0.43021750388399793
8,0,11,86,-0.3745790195833853
7,0,94,51,0.8319885476314419
3,0,53,52,1.438215370240598
11,1,22,59,-0.32153206501196924
8,0,95,51,0.7884108867427568
12,0,81,52,-0.03564200584663818
3,1,59,73,-0.6877122241086587
2,1,89,66,-0.49088478366553234
3,1,54,97,-0.22751453668192503
3,1,4,87,-0.6112913692407528
4,0,34,40,-0.980857996198751
12,1,63,85,-0.2912366912366912
9,0,63,98,-0.055011847120634595
8,0,54,52,1.9613183794918745
12,0,34,54,-0.7094511855727486
10,0,16,42,0.9720790378006873
4,1,78,76,0.3875589725668356
5,1,98,93,0.0027145226964258784
2,0,62,89,-0.8550433168316832
2,1,40,44,-0.5521194029850747
4,1,1,62,0.0643387055512919
7,1,73,81,0.4874925903971547
3,1,33,47,0.9502891980615914
6,1,95,93,0.8570188761119548
2,1,66,55,-0.018357372750029802
10,0,64,49,0.7301523656776263
6,0,6,88,0.7191531591134634
10,1,65,76,-0.4446939921392476
12,1,7,65,1.079537408543781
5,1,64,74,-0.6786310517529215
7,1,37,91,-0.259602373269491
7,0,64,43,0.5674800508846999
10,1,42,46,0.7179765523230569
7,0,19,85,1.4008592200925314
5,1,24,89,1.0234535728980936
2,0,86,61,1.269148314168778
3,1,100,66,1.4587686152478327
10,1,63,40,0.2556349642660803
4,0,96,44,-0.6607648725212465
4,1,17,90,-0.4135217600770837
2,1,38,65,-0.7899267399267399
3,1,31,76,0.16979435891673222
9,1,52,79,1.4629810509865209
3,1,41,45,-0.5497845316398277
3,0,78,64,1.4212945231711989
7,0,35,59,1.6291320487891108
5,1,29,49,-0.5758534191296761
12,1,100,75,1.934969582546675
3,0,31,68,-0.5457237621416726
3,0,94,67,-0.21100466715794644
11,0,35,61,0.36454515161612794
10,1,33,74,-0.32886435331230285
6,1,16,94,-0.8537913699204022
8,1,44,72,0.22154072620215898
6,0,44,42,0.18192021222324253
7,0,79,97,0.432772296382279
6,0,46,62,0.2258510237407361
6,0,38,62,-0.6569996801364751
4,1,72,50,-0.6865447256326735
7,0,63,48,-0.31105251089199726
2,0,70,94,0.29088570378537304
1,0,40,78,0.8066906627143765
8,0,55,67,0.8612411293975539
2,1,5,59,0.25923354623715633
7,1,5,76,-0.06552404064917336
9,1,62,56,0.16263157894736843
8,0,67,57,-0.034482758620689655
12,1,39,84,0.36915376192710775
5,0,58,46,1.5423997185080929
5,1,42,40,2.1773707396243913
7,0,60,87,0.5005537098560354
9,1,82,47,0.04538109345542688
5,0,21,52,1.5669759695455627
8,0,11,76,-0.9211451531893521
6,0,22,74,-0.14500719801073159
5,0,82,77,-0.2431397574984046
4,1,25,68,0.3667197814705213
11,0,22,90,-0.3284556269080956
5,1,92,68,-0.7086640581330352
12,1,100,67,0.3866432337434095
7,0,35,79,-0.8853084308825464
5,0,21,89,-0.9934514224369296
3,1,14,67,-0.5593439792835563
3,1,55,58,-0.08654921700223714
6,1,76,84,0.017446562680531484
10,0,47,85,1.4277530235518778
1,0,33,72,0.08215194474736459
4,1,30,79,-0.21167440921026057
1,1,77,45,0.8042011652867219
1,1,91,92,-0.28084763948497854
1,1,52,78,0.6611091814287369
5,0,74,54,0.9924511545293073
2,1,84,49,1.3702466189339697
3,0,5,96,-0.35049974589191935
11,0,27,96,2.0002210921954453
3,1,95,83,-0.9670047932226061
10,1,33,75,-0.14482990906028967
12,1,1,83,-0.5324852339845525
6,0,78,64,0.14400859752821063
9,1,72,42,1.397197123363452
6,1,4,61,0.8840755735492578
10,0,37,81,1.031239388794567
5,0,46,83,-0.13346534653465347
1,1,55,40,0.02730069213022302
3,0,79,82,1.2727582679849982
8,0,40,77,-0.6540015285511519
5,1,2,84,-0.5951074531321445
3,0,45,64,0.7361541571216818
8,0,80,90,0.7108977978543196
1,0,58,58,-0.0365897405237355
7,0,57,59,-0.7139033666713621
8,0,42,79,0.6909351393592081
7,1,11,71,-0.4974221026675633
3,0,4,43,2.4226728560957733
4,1,72,96,-0.2994729276473407
12,1,37,98,0.4116782188615837
2,1,21,57,-0.4090125053902544
7,1,37,62,-0.30295908556778123
6,0,88,41,1.1701810039186415
12,1,87,73,-0.670515287577507
5,0,34,42,0.02519233670236838
6,0,27,89,-0.03330608908868002
9,1,40,66,0.5779562448075325
7,0,78,64,2.2044198895027622
10,0,21,45,-0.9274316109422492
5,0,4,77,-0.47401310775796374
4,0,20,89,-0.8098450511225888
11,0,46,58,0.26260162601626014
6,0,9,50,0.5604381924561185
2,0,98,72,0.4511260738332946
4,1,98,75,-0.7028805120910384
4,1,92,76,1.822549019607843
6,1,83,65,0.2963152507676561
3,0,10,80,-0.6449146514935988
6,1,90,79,-0.9459087783635114
10,0,13,85,1.2517840805123512
9,0,48,40,0.1709012464046021
3,1,23,79,-0.7054514113337643
8,0,72,63,0.8050968109339408
5,1,39,94,-0.9889531825355077
8,1,24,97,0.3652740937223696
6,0,11,48,1.605826741269535
7,1,6,77,0.15262700825010855
4,1,60,93,0.7563905930470347
10,1,49,42,-0.5545171339563862
5,1,83,94,1.1678377515170872
4,0,43,60,-0.5226144902878208
3,0,29,41,0.2797903850535429
11,0,8,49,-0.2890805173969718
8,0,60,87,-0.8584404695360537
12,0,17,58,0.1073505466387532
10,0,79,79,0.8298090040927695
3,1,15,97,-0.38543864938197164
7,0,5,62,-0.3685702288473651
7,0,41,86,0.024088943792464484
10,1,6,96,-0.7289296494079406
8,0,66,95,-0.4194607268464244
3,1,93,48,-0.43164042131609137
2,1,39,84,-0.33947772657450076
3,0,21,53,-0.6296342685370742
3,0,40,58,0.29547268787775116
12,1,2,87,1.2669507942657885
9,0,22,43,0.3421660551705395
9,0,92,46,0.9139646869983948
3,1,78,50,-0.21057884231536927
7,1,83,90,0.2599118942731278
12,1,95,87,0.1981203007518797
12,0,47,60,0.28723259299632103
5,1,48,90,-0.5840817590585321
3,1,30,91,0.6715106058830423
10,1,30,70,1.0349726775956285
7,1,60,94,-0.31816351188078934
8,1,89,80,-0.12334311443893554
4,0,58,74,-0.7036986301369863
8,0,25,71,0.3675059952038369
4,1,86,99,-0.09810516874089023
6,1,40,99,-0.5672201392608462
2,1,99,73,0.6687998203660043
5,0,93,70,0.07698272042534338
9,1,2,82,0.7590297214447554
7,1,2,71,-0.5497201894102454
11,1,5,49,-0.35624747270521634
10,0,50,99,-0.28329355608591883
12,1,84,84,-0.704597098409369
9,1,66,62,-0.2982370225269344
9,1,97,84,-0.5269985974754559
10,1,33,71,-0.9133524498192246
2,0,31,93,2.153811354897082
2,0,78,45,0.4497055642350679
6,0,29,99,0.4263170384432843
11,1,11,58,-0.8073690270581463
5,1,54,98,-0.038395538395538394
4,0,54,67,1.7462090981644054
7,0,93,57,0.3668795762579841
12,0,3,97,1.4960796778978598
6,1,56,82,2.1888705493987266
8,1,100,88,-0.7894863756932723
6,1,2,97,0.8608042421564295
5,0,63,80,0.5649641577060932
7,0,97,78,-0.2769291545957335
3,1,92,60,0.1763239875389408
9,0,33,82,0.708924672489083
5,1,59,76,0.4272436385799177
2,0,6,99,1.7982627578718784
9,0,60,97,-0.9072772613919746
5,1,3,73,1.3196837624163795
12,0,63,41,-0.6774459320288363
2,1,4,74,0.6405228758169934
5,0,36,55,1.5254024670708761
8,1,42,48,-0.8529361990184464
6,0,7,48,0.3708827404479578
7,1,60,59,0.3827558420628525
1,0,23,83,0.48830409356725146
9,0,52,92,0.3861262488646685
4,1,68,53,0.5586624723290224
10,0,1,88,-0.4909470752089137
6,0,6,64,0.5705450328565906
5,0,14,65,-0.6396372004873426
10,1,88,89,0.6485052413614598
5,0,5,63,0.39499346536644214
7,0,78,43,-0.008338678640153944
2,1,53,44,-0.9115540330115229
10,1,72,43,0.3507760532150776
8,0,77,48,-0.42382141742116763
8,1,14,60,0.9331830836537187
11,0,70,76,-0.6720382503984417
11,1,22,57,-0.4317343173431734
8,1,36,81,0.09933035714285714
6,1,25,70,1.19718567251462
4,1,70,80,-0.539247367872407
8,0,29,56,-0.5379455968202708
6,0,90,67,1.1295024292176243
2,0,45,41,0.055233477390112785
1,1,4,99,-0.7932708983697537
12,1,56,62,-0.3115695067264574
5,0,69,48,0.6132430398796087
9,1,60,68,-0.1509052183173589
5,0,24,79,1.3457886044591247
12,0,33,41,-0.00728718118582312
3,1,54,95,-0.053836633663366336
3,1,35,75,0.4014251781472684
7,1,53,98,-0.4784270890223921
1,1,20,78,-0.5708597285067873
12,0,47,64,-0.7460703782577832
3,0,67,68,0.14052554267994125
5,0,24,59,0.8470006381620931
2,0,84,61,0.9515164932477308
4,1,48,97,-0.00966183574879227
5,0,57,59,-0.2010178117048346
8,1,77,78,0.355088686068538
9,0,42,65,2.028121212121212
9,1,39,72,1.1505133470225872
4,1,78,82,0.6600737100737101
12,1,82,82,0.2206484841390612
12,0,75,40,-0.09213902495917892
10,1,79,85,-0.24881635942379368
7,1,55,68,-0.71954093657137
1,0,88,97,-0.6166905297606873
10,0,66,42,-0.625
5,1,28,47,-0.5871228683865326
12,0,51,87,-0.7714193339799548
5,0,34,83,-0.7321428571428571
12,1,84,68,-0.015034965034965035
7,0,18,78,0.18349035441902198
1,1,36,91,1.98717683557394
2,0,69,78,0.48034934497816595
5,0,22,68,-0.6651317878691648
1,1,31,61,-0.7042961140162002
5,0,64,85,-0.205494957810249
2,1,76,89,-0.8019719483405082
9,1,69,51,-0.4552877912766381
6,0,51,48,0.22351112174121024
5,0,60,43,-0.4450457951706911
11,0,7,88,0.49170844581565754
8,1,45,89,1.173913043478261
11,0,62,50,1.3251849469282728
6,1,73,41,-0.6395080707148347
12,0,15,41,-0.9127923358692589
9,0,26,59,0.5206882963352161
10,1,1,73,2.109289617486339
8,0,44,85,0.9333007175472929
7,1,6,76,0.5976882923191648
2,1,73,97,0.507587930726656
11,1,3,66,-0.27744708994708994
8,1,62,70,0.3666925551980473
2,1,7,98,0.3574924260079236
2,1,77,94,1.5592669914173045
6,1,4,50,0.12051671732522796
8,1,91,97,1.0676973148901545
3,1,82,55,-0.560790273556231
4,0,39,40,0.568780487804878
12,0,3,54,1.0596846846846846
9,1,98,58,0.10115886045388701
8,0,93,70,-0.17207558055675753
4,1,23,56,0.06429218231210383
10,0,95,66,0.7752489331436699
3,1,7,62,-0.3295042321644498
8,1,14,62,-0.40703414232825996
5,0,23,87,1.0229963960871804
5,1,100,54,-0.6426447037291237
7,1,100,45,0.2457374508167402
10,0,65,65,0.8722280887011615
10,0,51,84,0.41450417052826694
6,0,49,58,-0.7714772132006286
2,1,20,48,0.41189693930485904
2,1,58,52,0.16047263179155727
7,1,61,46,1.8113577023498695
8,0,100,78,1.385852617758083
8,0,36,85,-0.9565559268724199
11,0,84,91,0.11050862162455265
12,1,3,51,-0.9613920609026645
9,0,23,92,0.5734216126743911
5,1,12,64,-0.757531903696882
5,1,8,83,0.14066121751860436
3,1,99,66,0.525020967291026
10,1,49,88,0.7491132655474108
3,0,60,63,0.16289955864651598
2,0,37,53,-0.4878048780487805
5,0,7,56,-0.02799413026300937
12,1,6,49,0.08790530108080288
10,1,24,49,0.3711214268262888
7,1,26,56,0.8301720335244817
6,0,59,98,1.1946391030133146
12,1,68,66,-0.3018200728029121
7,0,37,64,-0.3257567104511708
11,0,20,54,0.31877914370495974
6,0,97,67,0.7513634905357716
12,1,48,62,-0.48178872326636424
10,1,89,48,-0.028208744710860368
2,1,60,94,0.31207661761270733
5,1,98,66,-0.08250551876379691
10,1,98,68,0.26302052438011625
7,1,45,95,0.8335647344671989
10,1,93,54,0.8242635321433754
3,1,31,51,0.48116325181758096
9,1,99,60,1.1282355734979814
11,0,80,88,-0.5748065348237317
7,1,92,68,0.46063405416754144
3,0,22,51,-0.24041694687289844
8,1,11,78,-0.5584925690021232
7,0,84,57,0.5724755700325733
10,1,96,62,-0.5927570093457943
12,1,2,46,-0.6181624437603599
5,1,45,40,-0.5577814876646262
9,0,83,51,-0.4746307000642261
11,0,45,45,1.4674968341072183
3,0,100,62,0.0851024208566108
11,0,96,97,-0.9053064958828911
3,0,41,53,-0.8783807363461874
7,0,79,58,-0.10932851678708032
5,0,34,72,0.5845148956507886
5,1,51,70,-0.9569574849667687
6,1,90,50,1.0465893892108782
1,0,65,45,0.2375837498670637
1,0,32,99,0.5489175440671951
11,0,96,99,0.028696112139645596
1,0,13,99,0.4647474343595895
10,0,2,97,-0.9160903642231443
7,1,20,56,0.6119673617407072
10,1,67,90,-0.09403331224963103
6,1,19,85,-0.7004598204510619
5,1,91,72,0.37644341801385683
4,1,42,99,1.3904264577893821
5,1,93,65,0.8603187357707245
8,0,20,70,2.1378989051945028
3,0,88,76,-0.3421449275362319
7,1,50,41,0.6877510040160643
8,1,11,59,-0.22232340314817223
6,0,13,77,0.790231456169127
6,1,65,91,1.736519896397457
6,1,55,68,-0.5547518585493268
4,1,60,48,1.1685070337316594
3,1,69,84,-0.12143845089903181
4,0,66,63,-0.011548772942874819
9,1,81,74,0.5985955056179775
5,1,5,90,-0.23390275952693823
6,0,54,54,0.684235802617361
6,1,32,91,0.22419245538739552
5,1,65,59,-0.92993762993763
6,1,39,75,1.20938387042912
5,1,100,67,0.19486807068506415
4,1,18,67,-0.593970893970894
8,0,4,42,0.058333333333333334
9,1,43,65,-0.13191489361702127
8,1,11,60,-0.22169508911398897
6,0,5,82,0.4802252655830027
9,0,13,79,0.014354995150339476
11,1,5,68,-0.2482544608223429
2,0,100,74,0.11793160967472895
7,1,73,43,0.5866225478610257
4,1,21,94,-0.8417949557811988
4,1,43,62,-0.3945778901531114
6,0,70,57,1.7641597028783658
5,0,27,41,1.1366096866096866
4,1,31,88,0.6018739082102589
4,0,18,70,-0.4072754749568221
1,0,38,93,-0.5964394817233751
5,0,99,84,0.04327220276117865
7,1,95,54,-0.3483025354533734
3,1,44,75,0.6896503884572697
3,0,5,59,0.9491494752081071
5,0,40,90,0.559983395599834
3,0,27,49,-0.8487122633464097
7,1,83,99,-0.7627073656270736
2,0,77,66,-0.9750739813339404
5,1,92,56,-0.19447257994501518
2,1,77,91,-0.6285896617740906
10,0,11,65,-0.7863631001533561
4,0,2,98,-0.43858993522670653
5,1,44,74,0.8689936536718041
7,0,14,58,0.9113136574074074
6,0,74,97,0.04809230066255426
6,0,37,92,-0.05440221441498989
2,0,9,90,1.6765584173198955
7,0,33,88,-0.7697166921898928
4,1,6,92,-0.6139684047986697
5,1,25,71,1.1949913644214163
11,0,76,90,-0.15512015587789565
5,0,20,53,0.23871962977246433
10,0,43,45,0.7245199409158051
3,0,14,68,0.5131767109295199
10,1,27,98,0.9735801581595974
5,1,2,95,-0.24750356633380885
5,1,91,93,-0.40275262586019556
12,1,84,87,0.47753456221198154
3,0,76,66,-0.7944569048381929
1,0,18,74,-0.8921526121829612
11,1,11,67,0.2377022653721683
10,1,97,60,0.31879522785057696
3,0,67,95,0.19987827145465611
8,0,49,46,0.033624526124938194
3,0,80,40,0.4897209985315712
5,0,5,79,-0.8114700065919578
7,1,61,90,0.10594876248371689
5,0,23,85,-0.0750256937307297
3,0,15,54,-0.419925512104283
2,0,30,75,0.11867053312513942
8,1,29,76,0.745032671022803
1,0,60,41,-0.46940692894891367
8,0,98,90,2.1919069542040224
1,0,49,49,-0.5771826933716941
8,1,13,82,-0.7150997150997151
5,1,19,79,2.5384243595940066
4,0,68,86,2.1006910167818362
6,0,67,55,-0.2513019390581717
4,0,47,80,1.1847469967236985
2,1,36,40,0.31263259402121507
9,0,8,94,-0.07973793544263343
7,1,49,98,-0.7749702734839476
2,0,75,76,-0.9883687118348357
1,1,3,43,-0.030979827089337175
9,0,97,71,-0.3344047140752645
9,1,37,59,0.5554262438172826
11,1,29,65,-0.028298204527712725
10,0,34,51,0.6480180632212744
5,0,18,51,-0.9495332160736031
10,1,33,95,0.6374305126621371
4,0,28,65,0.5420197249618003
3,1,64,43,-0.42874081100308276
7,1,68,96,-0.8503203261502621
9,0,87,57,-0.9248890928560501
12,1,29,68,-0.7064404305783616
6,1,88,94,0.4185219070854935
10,0,79,95,-0.4242779995304062
7,1,64,72,-0.1182108626198083
5,0,36,86,0.814756978333008
7,0,35,49,0.46236099230111205
1,0,15,52,0.3087626494940202
11,0,64,99,0.5930866488806403
2,1,100,40,0.11959439308082315
6,1,39,40,1.5154285714285713
